linear3Timestamp;linear3XPos;linear3YPos;linear3newCorr;linear3smoothCorr
0;;;0;0
63628064740.8919;;;0;0
0.2962837;;;0;0
0.3053079;;;0;0
0.3123266;;;0;0
0.323356;;;0;0
0.3368916;;;0;0
0.3459169;;;0;0
0.3569459;;;0;0
0.3679737;;;0;0
0.379003;;;0;0
0.3900336;;;0;0
0.4010614;;;0;0
0.4125923;;;0;0
0.4241233;;;0;0
0.4351532;;;0;0
0.446181;;;0;0
0.45721;;;0;0
0.4687406;;;0;0
0.4797702;;;0;0
0.4907987;;;0;0
0.5018283;;;0;0
0.5133586;;;0;0
0.5243879;;;0;0
0.5354172;;;0;0
0.5469476;;;0;0
0.5579769;;;0;0
0.5690059;;;0;0
0.580036;;;0;0
0.5915656;;;0;0
0.6025949;;;0;0
0.6136242;;;0;0
0.6251553;;;0;0
0.6356834;;;0;0
0.6472142;;;0;0
0.6582417;;;0;0
0.669271;;;0;0
0.6808016;;;0;0
0.6918309;;;0;0
0.7028602;;;0;0
0.7138903;;;0;0
0.7254196;;;0;0
0.7364489;;;0;0
0.7474788;;;0;0
0.7590093;;;0;0
0.7700379;;;0;0
0.7810677;;;0;0
0.792096;;;0;0
0.8036266;;;0;0
0.8146572;;;0;0
0.825185;;;0;0
0.8367153;;;0;0
0.8477431;;;0;0
0.8592747;;;0;0
0.8703027;;;0;0
0.8813331;;;0;0
0.8943667;;;0;0
0.9048952;;;0;0
0.9159243;;;0;0
0.9274554;;;0;0
0.9385;;;0;0
0.9495125;;;0;0
0.9610431;;;0;0
0.9720734;;;0;0
0.9831027;;;0;0
0.994632;;;0;0
1.0056611;;;0;0
1.0166904;;;0;0
1.0282223;;;0;0
1.0392503;;;0;0
1.0502791;;;0;0
1.061337;;;0;0
1.0738415;;;0;0
1.0843693;;;0;0
1.0948976;;;0;0
1.105928;;;0;0
1.1189611;;;0;0
1.1294888;;;0;0
1.14052;;;0;0
1.151046;;;0;0
1.1630783;;;0;0
1.1736059;;;0;0
1.1846359;;;0;0
1.195164;;;0;0
1.2066933;;;0;0
1.2177239;;;0;0
1.2292529;;;0;0
1.240282;;;0;0
1.2513116;;;0;0
1.2628419;;;0;0
1.2738712;;;0;0
1.2849003;;;0;0
1.2964316;;;0;0
1.3069589;;;0;0
1.3194915;;;0;0
1.3295183;;;0;0
1.3410489;;;0;0
1.3520779;;;0;0
1.3631072;;;0;0
1.3741363;;;0;0
1.3856669;;;0;0
1.3961949;;;0;0
1.4077253;;;0;0
1.4187548;;;0;0
1.4297841;;;0;0
1.441314;;;0;0
1.4523433;;;0;0
1.4633726;;;0;0
1.4749029;;;0;0
1.4854312;;;0;0
1.4969613;;;0;0
1.5079906;;;0;0
1.5250356;;;0;0
1.5305505;;;0;0
1.5420808;;;0;0
1.5531101;;;0;0
1.5641397;;;0;0
